,species,mirid,mirfam,chrom,start,end,strand
271,Alligator_mississippiensis,Hsa-Mir-26-P2,Mir-26,ScZkoYb_505,114276,114335,-
272,Alligator_mississippiensis,Hsa-Mir-199-P1-v1,Mir-199,ScZkoYb_152,13712828,13712887,+
273,Alligator_mississippiensis,Hsa-Mir-10-P1b-v2,Mir-10,ScZkoYb_26,6396789,6396848,-
274,Alligator_mississippiensis,Hsa-Mir-124-P2-v1,Mir-124,ScZkoYb_125,12011226,12011284,-
275,Alligator_mississippiensis,Hsa-Mir-205-P1,Mir-205,ScZkoYb_422,182502,182560,-
276,Alligator_mississippiensis,Hsa-Mir-30-P1a,Mir-30,ScZkoYb_33.1,1465842,1465904,+
277,Alligator_mississippiensis,Hsa-Mir-34-P2a,Mir-34,ScZkoYb_234,1302497,1302555,-
278,Alligator_mississippiensis,Hsa-Mir-92-P1a,Mir-92,ScZkoYb_6,10810006,10810064,-
279,Alligator_mississippiensis,Hsa-Mir-29-P2b-v1,Mir-29,ScZkoYb_422,1060963,1061025,+
280,Alligator_mississippiensis,Hsa-Mir-19-P2a,Mir-19,ScZkoYb_6,10810116,10810176,-
281,Alligator_mississippiensis,Hsa-Mir-96-P3-v1,Mir-96,ScZkoYb_8,28193882,28193942,+
282,Alligator_mississippiensis,Hsa-Mir-199-P1-v2,Mir-199,ScZkoYb_152,13712828,13712887,+
283,Alligator_mississippiensis,Hsa-Mir-489-v2,Mir-489,ScZkoYb_56,7248484,7248545,-
284,Alligator_mississippiensis,Hsa-Mir-148-P2,Mir-148,ScZkoYb_277,2942476,2942534,-
285,Alligator_mississippiensis,Hsa-Let-7-P2c1,Let-7,ScZkoYb_88,7300956,7301029,+
286,Alligator_mississippiensis,Hsa-Mir-10-P1a-v1,Mir-10,ScZkoYb_277,3410197,3410258,-
287,Alligator_mississippiensis,Hsa-Mir-142-v2,Mir-142,ScZkoYb_312,1358140,1358198,+
288,Alligator_mississippiensis,Hsa-Mir-101-P2-v2,Mir-101,ScZkoYb_28,32263710,32263767,+
289,Alligator_mississippiensis,Hsa-Mir-214-v2,Mir-214,ScZkoYb_172,575720,575782,-
290,Alligator_mississippiensis,Hsa-Mir-499,Mir-499,ScZkoYb_504.1,324420,324479,-
291,Alligator_mississippiensis,Hsa-Mir-190-P2,Mir-190,ScZkoYb_5569,46114,46173,+
292,Alligator_mississippiensis,Hsa-Mir-138-P1,Mir-138,ScZkoYb_56,38580996,38581056,-
293,Alligator_mississippiensis,Hsa-Mir-430-P3,Mir-430,ScZkoYb_113.1,213805,213857,+
294,Alligator_mississippiensis,Hsa-Mir-199-P3-v1,Mir-199,ScZkoYb_172,581638,581698,-
295,Alligator_mississippiensis,Hsa-Mir-208-P1,Mir-208,ScZkoYb_921.1,122954,123011,-
296,Alligator_mississippiensis,Hsa-Mir-29-P2b-v2,Mir-29,ScZkoYb_422,1060964,1061024,+
297,Alligator_mississippiensis,Hsa-Mir-33-P2,Mir-33,ScZkoYb_201,1833,1891,-
298,Alligator_mississippiensis,Hsa-Mir-30-P1c,Mir-30,ScZkoYb_35,6771347,6771408,-
299,Alligator_mississippiensis,Hsa-Mir-551-P2,Mir-551,ScZkoYb_99,25828100,25828159,+
300,Alligator_mississippiensis,Hsa-Mir-133-P3-v1,Mir-133,ScZkoYb_301.2,2019342,2019399,+
301,Alligator_mississippiensis,Hsa-Mir-17-P2b,Mir-17,ScZkoYb_220,2600210,2600274,-
302,Alligator_mississippiensis,Hsa-Mir-204-P1,Mir-204,ScZkoYb_28,27629969,27630027,+
303,Alligator_mississippiensis,Hsa-Mir-218-P1,Mir-218,ScZkoYb_72,21902017,21902079,+
304,Alligator_mississippiensis,Hsa-Mir-181-P1a,Mir-181,ScZkoYb_286,1539186,1539247,-
305,Alligator_mississippiensis,Hsa-Mir-23-P2,Mir-23,ScZkoYb_28,16892980,16893040,-
306,Alligator_mississippiensis,Hsa-Mir-1-P2,Mir-1,ScZkoYb_552,130805,130865,-
307,Alligator_mississippiensis,Hsa-Mir-7-P1,Mir-7,ScZkoYb_28,19475571,19475633,+
308,Alligator_mississippiensis,Hsa-Mir-9-P1,Mir-9,ScZkoYb_134.2,781221,781280,+
309,Alligator_mississippiensis,Hsa-Mir-191,Mir-191,ScZkoYb_6639,63664,63726,+
310,Alligator_mississippiensis,Hsa-Mir-140-v1,Mir-140,ScZkoYb_5228,237937,237997,+
311,Alligator_mississippiensis,Hsa-Mir-126-v3,Mir-126,ScZkoYb_152,19020338,19020396,-
312,Alligator_mississippiensis,Hsa-Mir-194-P2,Mir-194,ScZkoYb_3.1,13837763,13837817,+
313,Alligator_mississippiensis,Hsa-Mir-33-P1,Mir-33,ScZkoYb_96,945282,945342,-
314,Alligator_mississippiensis,Hsa-Let-7-P2b2,Let-7,ScZkoYb_43,7945991,7946067,-
315,Alligator_mississippiensis,Hsa-Mir-128-P1,Mir-128,ScZkoYb_26,34149786,34149841,-
316,Alligator_mississippiensis,Hsa-Mir-130-P4a,Mir-130,ScZkoYb_555,17737,17800,-
317,Alligator_mississippiensis,Hsa-Mir-193-P2b,Mir-193,ScZkoYb_201.1,5484164,5484224,-
318,Alligator_mississippiensis,Hsa-Mir-375,Mir-375,ScZkoYb_5004,6790,6847,-
319,Alligator_mississippiensis,Hsa-Mir-92-P1b,Mir-92,ScZkoYb_220,2599701,2599762,-
320,Alligator_mississippiensis,Hsa-Mir-15-P2b,Mir-15,ScZkoYb_99,20725728,20725789,+
321,Alligator_mississippiensis,Hsa-Mir-135-P1,Mir-135,ScZkoYb_152,3671052,3671111,+
322,Alligator_mississippiensis,Hsa-Mir-30-P1b,Mir-30,ScZkoYb_111,135224,135287,-
323,Alligator_mississippiensis,Hsa-Mir-219-P2,Mir-219,ScZkoYb_152,13580118,13580183,+
324,Alligator_mississippiensis,Hsa-Let-7-P2c3,Let-7,ScZkoYb_18,483091,483169,-
325,Alligator_mississippiensis,Hsa-Mir-1-P1,Mir-1,ScZkoYb_1.1,1710026,1710086,-
326,Alligator_mississippiensis,Hsa-Mir-193-P1b,Mir-193,ScZkoYb_201.1,5490786,5490844,-
327,Alligator_mississippiensis,Hsa-Mir-124-P2-v2,Mir-124,ScZkoYb_125,12011227,12011284,-
328,Alligator_mississippiensis,Hsa-Mir-223,Mir-223,ScZkoYb_39.1,10857699,10857762,+
329,Alligator_mississippiensis,Hsa-Mir-27-P2,Mir-27,ScZkoYb_28,16892748,16892810,-
330,Alligator_mississippiensis,Hsa-Mir-92-P2b,Mir-92,ScZkoYb_220,2599564,2599628,-
331,Alligator_mississippiensis,Hsa-Mir-338-P1,Mir-338,ScZkoYb_13,14518,14578,-
332,Alligator_mississippiensis,Hsa-Mir-199-P3-v3,Mir-199,ScZkoYb_172,581638,581698,-
333,Alligator_mississippiensis,Hsa-Mir-96-P3-v2,Mir-96,ScZkoYb_8,28193883,28193941,+
334,Alligator_mississippiensis,Hsa-Mir-10-P1a-v2,Mir-10,ScZkoYb_277,3410198,3410257,-
335,Alligator_mississippiensis,Hsa-Mir-17-P3a,Mir-17,ScZkoYb_6,10810252,10810310,-
336,Alligator_mississippiensis,Hsa-Mir-10-P2a,Mir-10,ScZkoYb_834,3923386,3923441,+
337,Alligator_mississippiensis,Hsa-Let-7-P2b3,Let-7,ScZkoYb_6000,7587,7664,-
338,Alligator_mississippiensis,Hsa-Mir-101-P2-v1,Mir-101,ScZkoYb_28,32263711,32263766,+
339,Alligator_mississippiensis,Hsa-Let-7-P1c,Let-7,ScZkoYb_11,37235565,37235630,+
340,Gallus_gallus,Hsa-Mir-193-P1a,Mir-193,18,7050381,7050438,+
341,Gallus_gallus,Hsa-Mir-133-P1-v2,Mir-133,20,8478632,8478690,+
342,Gallus_gallus,Hsa-Mir-142-v3,Mir-142,19,1034455,1034514,-
343,Gallus_gallus,Hsa-Mir-130-P2b,Mir-130,15,428110,428170,-
344,Gallus_gallus,Hsa-Mir-17-P1a,Mir-17,1,148017078,148017138,-
345,Gallus_gallus,Hsa-Mir-103-P2,Mir-103,4,88116828,88116887,-
346,Gallus_gallus,Hsa-Mir-142-v1,Mir-142,19,1034455,1034514,-
347,Gallus_gallus,Hsa-Mir-145,Mir-145,13,8112208,8112267,-
348,Gallus_gallus,Hsa-Mir-430-P4,Mir-430,4,56602579,56603536,+
349,Gallus_gallus,Hsa-Mir-430-P4,Mir-430,4,56602579,56602638,+
350,Gallus_gallus,Hsa-Mir-430-P4,Mir-430,4,56602579,56603275,+
351,Gallus_gallus,Hsa-Mir-430-P4,Mir-430,4,56602579,56602973,+
352,Gallus_gallus,Hsa-Mir-135-P2,Mir-135,1,46379957,46380015,+
353,Gallus_gallus,Hsa-Mir-129-P2,Mir-129,5,21051943,21052006,+
354,Gallus_gallus,Hsa-Let-7-P2b1,Let-7,12,6271302,6271378,-
355,Gallus_gallus,Hsa-Mir-133-P1-v1,Mir-133,20,8478632,8478690,+
356,Gallus_gallus,Hsa-Mir-383-v2,Mir-383,4,63502589,63502650,+
357,Gallus_gallus,Hsa-Mir-31,Mir-31,Z,83215111,83215169,-
358,Gallus_gallus,Hsa-Mir-133-P2-v1,Mir-133,2,102133986,102134045,-
359,Gallus_gallus,Hsa-Mir-126-v1,Mir-126,17,8354870,8354928,-
360,Gallus_gallus,Hsa-Mir-30-P2a,Mir-30,3,82059672,82059732,+
361,Gallus_gallus,Hsa-Mir-130-P1b,Mir-130,15,420504,420563,-
362,Gallus_gallus,Hsa-Mir-155,Mir-155,1,102588226,102588285,+
363,Gallus_gallus,Hsa-Mir-147-v1,Mir-147,10,10692235,10692293,+
364,Gallus_gallus,Hsa-Mir-430-P1,Mir-430,4,56602244,56602301,+
365,Gallus_gallus,Hsa-Mir-190-P1,Mir-190,10,4289590,4289647,-
366,Gallus_gallus,Hsa-Mir-122-as,Mir-122,Z,1089916,1089973,-
367,Gallus_gallus,Hsa-Mir-10-P3c,Mir-10,1,99187959,99188019,+
368,Gallus_gallus,Hsa-Mir-219-P2-as,Mir-219,17,5623164,5623230,-
369,Gallus_gallus,Hsa-Mir-10-P3a,Mir-10,24,3416238,3416298,+
370,Gallus_gallus,Hsa-Mir-96-P2,Mir-96,1,1380882,1380946,-
371,Gallus_gallus,Hsa-Mir-132-P2,Mir-132,19,6001006,6001070,-
372,Gallus_gallus,Hsa-Mir-17-P2a,Mir-17,1,148016928,148016991,-
373,Gallus_gallus,Hsa-Mir-489-v1,Mir-489,2,23023176,23023235,-
374,Gallus_gallus,Hsa-Mir-3187,Mir-3187,28,3260630,3260684,+
375,Gallus_gallus,Hsa-Mir-124-P3-v1,Mir-124,20,9034898,9034956,+
376,Gallus_gallus,Hsa-Mir-92-P2a,Mir-92,4,56602718,56602776,+
377,Gallus_gallus,Hsa-Mir-103-P1,Mir-103,13,4329832,4329890,+
378,Gallus_gallus,Hsa-Mir-451,Mir-451,19,6347743,6347784,-
379,Gallus_gallus,Hsa-Mir-126-v2,Mir-126,17,8354870,8354928,-
380,Gallus_gallus,Hsa-Mir-199-P1-v3,Mir-199,17,5709306,5709365,+
381,Gallus_gallus,Hsa-Mir-17-P1b,Mir-17,4,3924477,3924534,-
382,Gallus_gallus,Hsa-Mir-196-P2,Mir-196,34,856433,856490,-
383,Gallus_gallus,Hsa-Mir-140-v2,Mir-140,11,18715866,18715926,+
384,Gallus_gallus,Hsa-Mir-153-P2,Mir-153,2,8820465,8820525,-
385,Gallus_gallus,Hsa-Mir-15-P1b,Mir-15,9,21897133,21897192,-
386,Gallus_gallus,Hsa-Mir-103-P3,Mir-103,6,20164525,20164584,-
387,Gallus_gallus,Hsa-Mir-181-P2a,Mir-181,8,2003710,2003769,+
388,Gallus_gallus,Hsa-Mir-34-P1,Mir-34,21,3262685,3262750,-
389,Gallus_gallus,Hsa-Mir-19-P1,Mir-19,1,148016788,148016845,-
390,Gallus_gallus,Hsa-Mir-124-P3-v2,Mir-124,20,9034898,9034955,+
391,Gallus_gallus,Hsa-Mir-9-P2,Mir-9,Z,61287844,61287901,+
392,Gallus_gallus,Hsa-Mir-221-P1,Mir-221,1,110728713,110728774,+
393,Gallus_gallus,Hsa-Mir-122,Mir-122,Z,1089917,1089973,+
394,Gallus_gallus,Hsa-Mir-122,Mir-122,W,7599944,7600001,-
395,Gallus_gallus,Hsa-Mir-196-P3,Mir-196,2,32553122,32553180,-
396,Gallus_gallus,Hsa-Mir-203-v2,Mir-203,5,50197325,50197383,+
397,Gallus_gallus,Hsa-Mir-34-P2b,Mir-34,24,5596090,5596143,+
398,Gallus_gallus,Hsa-Mir-199-P3-v2,Mir-199,8,4639895,4639954,+
399,Gallus_gallus,Hsa-Let-7-P2c2,Let-7,1,33188033,33188108,+
400,Gallus_gallus,Hsa-Mir-15-P1a,Mir-15,1,169278415,169278473,-
401,Gallus_gallus,Hsa-Mir-196-P1,Mir-196,27,3382509,3382567,+
402,Gallus_gallus,Hsa-Mir-101-P1-v1,Mir-101,8,27947821,27947877,-
403,Gallus_gallus,Hsa-Mir-133-P2-v2,Mir-133,2,102133986,102134045,-
404,Gallus_gallus,Hsa-Mir-10-P2c,Mir-10,1,99155221,99155279,+
405,Gallus_gallus,Hsa-Mir-187,Mir-187,2,83234298,83234353,+
406,Gallus_gallus,Hsa-Mir-30-P2c,Mir-30,2,141642147,141642206,-
407,Gallus_gallus,Hsa-Let-7-P1a,Let-7,24,3398599,3398664,+
408,Gallus_gallus,Hsa-Mir-21,Mir-21,19,7850826,7850884,+
409,Gallus_gallus,Hsa-Mir-214-v1,Mir-214,8,4645759,4645820,+
410,Gallus_gallus,Hsa-Mir-30-P2b,Mir-30,23,5294553,5294612,+
411,Gallus_gallus,Hsa-Mir-133-P3-v2,Mir-133,3,107382777,107382835,-
412,Gallus_gallus,Hsa-Mir-142-v4,Mir-142,19,1034453,1034516,-
413,Gallus_gallus,Hsa-Mir-29-P2a,Mir-29,1,3978168,3978230,+
414,Gallus_gallus,Hsa-Mir-101-P1-v2,Mir-101,8,27947820,27947878,-
415,Gallus_gallus,Hsa-Mir-137-P1-v1,Mir-137,8,12257771,12257828,+
416,Gallus_gallus,Hsa-Mir-490,Mir-490,1,57912204,57912265,-
417,Gallus_gallus,Hsa-Mir-221-P2,Mir-221,1,110728203,110728263,+
418,Gallus_gallus,Hsa-Mir-203-v1,Mir-203,5,50197325,50197383,+
419,Gallus_gallus,Hsa-Mir-144,Mir-144,19,6347899,6347955,-
420,Gallus_gallus,Hsa-Mir-202,Mir-202,6,22288455,22288511,+
421,Gallus_gallus,Hsa-Mir-1-P3,Mir-1,3,107387553,107387612,-
422,Gallus_gallus,Hsa-Mir-192-P2,Mir-192,3,18494024,18494081,+
423,Gallus_gallus,Hsa-Mir-137-P1-v2,Mir-137,8,12257771,12257829,+
424,Gallus_gallus,Hsa-Mir-29-P1b,Mir-29,26,2734724,2734783,-
425,Gallus_gallus,Hsa-Mir-425,Mir-425,12,11829608,11829669,+
426,Gallus_gallus,Hsa-Mir-138-P2,Mir-138,11,2065532,2065600,-
427,Gallus_gallus,Hsa-Mir-153-P1,Mir-153,7,21815901,21815959,+
428,Gallus_gallus,Hsa-Mir-430-P2,Mir-430,4,56601681,56601740,+
429,Gallus_gallus,Hsa-Mir-96-P1,Mir-96,1,1381957,1382020,-
430,Gallus_gallus,Hsa-Mir-7-P2,Mir-7,10,13148108,13148171,-
431,Gallus_gallus,Hsa-Mir-130-P2a,Mir-130,19,7677266,7677325,-
432,Gallus_gallus,Hsa-Mir-143,Mir-143,13,8112824,8112878,-
433,Gallus_gallus,Hsa-Mir-455,Mir-455,17,5377606,5377662,+
434,Gallus_gallus,Hsa-Let-7-P2a3,Let-7,26,1686299,1686369,-
435,Gallus_gallus,Hsa-Mir-24-P2,Mir-24,Z,42260785,42260843,+
436,Gallus_gallus,Hsa-Mir-10-P1b-v1,Mir-10,7,15901564,15901625,-
437,Gallus_gallus,Hsa-Mir-135-P3,Mir-135,26,2159986,2160046,-
438,Gallus_gallus,Hsa-Mir-218-P2,Mir-218,13,4203882,4203944,+
439,Gallus_gallus,Hsa-Mir-29-P1a,Mir-29,1,3979192,3979250,+
440,Gallus_gallus,Hsa-Mir-383-v1,Mir-383,4,63502590,63502650,+
441,Gallus_gallus,Hsa-Mir-184,Mir-184,10,19997338,19997398,+
442,Gallus_gallus,Hsa-Mir-181-P2b,Mir-181,17,10106458,10106516,+
443,Gallus_gallus,Hsa-Mir-34-P3a,Mir-34,Z,17243293,17243350,-
444,Gallus_gallus,Hsa-Mir-132-P1,Mir-132,19,6000439,6000497,-
445,Gallus_gallus,Hsa-Mir-15-P2a,Mir-15,1,169278270,169278332,-
446,Gallus_gallus,Hsa-Mir-338-P1-as,Mir-338,18,9925843,9925907,-
447,Gallus_gallus,Hsa-Mir-32,Mir-32,2,83843706,83843767,-
448,Gallus_gallus,Hsa-Let-7-P2a1,Let-7,12,6271729,6271800,-
449,Gallus_gallus,Hsa-Mir-147-v2,Mir-147,10,10692236,10692292,+
450,Gallus_gallus,Hsa-Mir-17-P3b,Mir-17,4,3924166,3924226,-
451,Gallus_gallus,Hsa-Mir-193-P2a,Mir-193,18,7063910,7063970,+
452,Gallus_gallus,Hsa-Mir-128-P2,Mir-128,2,45428574,45428630,+
453,Gallus_gallus,Hsa-Mir-26-P2,Mir-26,2,4564835,4564894,+
454,Gallus_gallus,Hsa-Mir-199-P1-v1,Mir-199,17,5709306,5709365,+
455,Gallus_gallus,Hsa-Mir-10-P1b-v2,Mir-10,7,15901565,15901624,-
456,Gallus_gallus,Hsa-Mir-124-P2-v1,Mir-124,2,114006661,114006718,+
457,Gallus_gallus,Hsa-Mir-205-P1,Mir-205,26,3112099,3112156,+
458,Gallus_gallus,Hsa-Mir-30-P1a,Mir-30,3,82034735,82034797,+
459,Gallus_gallus,Hsa-Mir-34-P2a,Mir-34,24,5595353,5595410,+
460,Gallus_gallus,Hsa-Mir-92-P1a,Mir-92,1,148016365,148016423,-
461,Gallus_gallus,Hsa-Mir-148-P1,Mir-148,2,32024645,32024704,-
462,Gallus_gallus,Hsa-Mir-29-P2b-v1,Mir-29,26,2735629,2735691,-
463,Gallus_gallus,Hsa-Mir-19-P2a,Mir-19,1,148016480,148016540,-
464,Gallus_gallus,Hsa-Mir-96-P3-v1,Mir-96,1,1382075,1382136,-
465,Gallus_gallus,Hsa-Mir-199-P1-v2,Mir-199,17,5709306,5709365,+
466,Gallus_gallus,Hsa-Mir-489-v2,Mir-489,2,23023175,23023236,-
467,Gallus_gallus,Hsa-Mir-148-P2,Mir-148,34,754449,754506,-
468,Gallus_gallus,Hsa-Let-7-P2c1,Let-7,12,6270267,6270341,-
469,Gallus_gallus,Hsa-Mir-10-P1a-v1,Mir-10,27,3441811,3441871,+
470,Gallus_gallus,Hsa-Mir-142-v2,Mir-142,19,1034455,1034514,-
471,Gallus_gallus,Hsa-Mir-101-P2-v2,Mir-101,Z,27926107,27926164,+
472,Gallus_gallus,Hsa-Mir-214-v2,Mir-214,8,4645759,4645820,+
473,Gallus_gallus,Hsa-Mir-499,Mir-499,20,2972480,2972539,-
474,Gallus_gallus,Hsa-Mir-190-P2,Mir-190,25,1891576,1891635,-
475,Gallus_gallus,Hsa-Mir-138-P1,Mir-138,2,40640014,40640074,-
476,Gallus_gallus,Hsa-Mir-430-P3,Mir-430,4,56601943,56601994,+
477,Gallus_gallus,Hsa-Mir-199-P3-v1,Mir-199,8,4639895,4639954,+
478,Gallus_gallus,Hsa-Mir-29-P2b-v2,Mir-29,26,2735630,2735690,-
479,Gallus_gallus,Hsa-Mir-30-P1c,Mir-30,2,141645674,141645732,-
480,Gallus_gallus,Hsa-Mir-551-P2,Mir-551,9,20120072,20120132,-
481,Gallus_gallus,Hsa-Mir-133-P3-v1,Mir-133,3,107382777,107382835,-
482,Gallus_gallus,Hsa-Mir-17-P2b,Mir-17,4,3924338,3924402,-
483,Gallus_gallus,Hsa-Mir-204-P1,Mir-204,Z,35793659,35793718,-
484,Gallus_gallus,Hsa-Mir-218-P1,Mir-218,4,74570208,74570271,-
485,Gallus_gallus,Hsa-Mir-181-P1a,Mir-181,8,2003526,2003586,+
486,Gallus_gallus,Hsa-Mir-181-P1a,Mir-181,17,10104826,10104885,+
487,Gallus_gallus,Hsa-Mir-23-P2,Mir-23,Z,42260024,42260083,+
488,Gallus_gallus,Hsa-Mir-1-P2,Mir-1,2,102137107,102137167,-
489,Gallus_gallus,Hsa-Mir-7-P1,Mir-7,Z,40684997,40685060,-
490,Gallus_gallus,Hsa-Mir-7-P1,Mir-7,W_unloc18,87956,88019,+
491,Gallus_gallus,Hsa-Mir-9-P1,Mir-9,25,941526,941585,+
492,Gallus_gallus,Hsa-Mir-191,Mir-191,12,11829224,11829282,+
493,Gallus_gallus,Hsa-Mir-140-v1,Mir-140,11,18715866,18715926,+
494,Gallus_gallus,Hsa-Mir-126-v3,Mir-126,17,8354870,8354928,-
495,Gallus_gallus,Hsa-Mir-194-P2,Mir-194,3,18493706,18493760,+
496,Gallus_gallus,Hsa-Mir-33-P1,Mir-33,1,49535027,49535087,-
497,Gallus_gallus,Hsa-Let-7-P2b2,Let-7,1,71282600,71282675,+
498,Gallus_gallus,Hsa-Mir-128-P1,Mir-128,7,30233662,30233716,+
499,Gallus_gallus,Hsa-Mir-130-P4a,Mir-130,15,421639,421702,-
500,Gallus_gallus,Hsa-Mir-193-P2b,Mir-193,14,779931,779990,+
501,Gallus_gallus,Hsa-Mir-375,Mir-375,7,21968149,21968205,+
502,Gallus_gallus,Hsa-Mir-92-P1b,Mir-92,4,3923882,3923943,-
503,Gallus_gallus,Hsa-Mir-15-P2b,Mir-15,9,21896960,21897024,-
504,Gallus_gallus,Hsa-Mir-135-P1,Mir-135,12,3187584,3187644,-
505,Gallus_gallus,Hsa-Mir-30-P1b,Mir-30,23,5293332,5293394,+
506,Gallus_gallus,Hsa-Mir-219-P2,Mir-219,17,5623164,5623229,+
507,Gallus_gallus,Hsa-Let-7-P2c3,Let-7,12,3165800,3165877,-
508,Gallus_gallus,Hsa-Mir-1-P1,Mir-1,20,8467380,8467439,+
509,Gallus_gallus,Hsa-Mir-193-P1b,Mir-193,14,775113,775170,+
510,Gallus_gallus,Hsa-Mir-124-P2-v2,Mir-124,2,114006661,114006717,+
511,Gallus_gallus,Hsa-Mir-223,Mir-223,4,221072,221135,+
512,Gallus_gallus,Hsa-Mir-27-P2,Mir-27,Z,42260265,42260326,+
513,Gallus_gallus,Hsa-Mir-146-P2,Mir-146,6,23929112,23929173,+
514,Gallus_gallus,Hsa-Mir-92-P2b,Mir-92,4,3923742,3923806,-
515,Gallus_gallus,Hsa-Mir-338-P1,Mir-338,18,9925844,9925903,+
516,Gallus_gallus,Hsa-Mir-199-P3-v3,Mir-199,8,4639895,4639954,+
517,Gallus_gallus,Hsa-Mir-96-P3-v2,Mir-96,1,1382076,1382135,-
518,Gallus_gallus,Hsa-Mir-10-P1a-v2,Mir-10,27,3441812,3441870,+
519,Gallus_gallus,Hsa-Mir-17-P3a,Mir-17,1,148016613,148016671,-
520,Gallus_gallus,Hsa-Mir-10-P2a,Mir-10,24,3390472,3390527,+
521,Gallus_gallus,Hsa-Mir-101-P2-v1,Mir-101,Z,27926108,27926163,+
522,Gallus_gallus,Hsa-Let-7-P1c,Let-7,1,99155973,99156038,+
523,Danio_rerio,Hsa-Mir-129-P1,Mir-129,NC_007115.7,19047477,19047542,-
524,Danio_rerio,Hsa-Mir-193-P1a,Mir-193,region599,256679,256737,-
525,Danio_rerio,Hsa-Mir-193-P1a,Mir-193,region599,51032,51090,-
526,Danio_rerio,Hsa-Mir-193-P1a,Mir-193,NC_007117.7,18517992,18518050,-
527,Danio_rerio,Hsa-Mir-133-P1-v2,Mir-133,NC_007134.7,7172131,7172190,-
528,Danio_rerio,Hsa-Mir-142-v3,Mir-142,NC_007116.7,3170752,3170810,+
529,Danio_rerio,Hsa-Mir-142-v3,Mir-142,NC_007126.7,15383910,15383969,-
530,Danio_rerio,Hsa-Mir-17-P1a,Mir-17,NC_007112.7,3298149,3298209,-
531,Danio_rerio,Hsa-Mir-103-P2,Mir-103,NC_007125.7,44827466,44827524,+
532,Danio_rerio,Hsa-Mir-142-v1,Mir-142,NC_007116.7,3170752,3170810,+
533,Danio_rerio,Hsa-Mir-142-v1,Mir-142,NC_007126.7,15383910,15383969,-
534,Danio_rerio,Hsa-Mir-145,Mir-145,region197,19363,19422,+
535,Danio_rerio,Hsa-Mir-145,Mir-145,NC_007125.7,38743969,38744028,+
536,Danio_rerio,Hsa-Mir-135-P2,Mir-135,NC_007136.7,31044137,31044196,-
537,Danio_rerio,Hsa-Mir-129-P2,Mir-129,NC_007136.7,30176483,30176546,+
538,Danio_rerio,Hsa-Mir-129-P2,Mir-129,NC_007118.7,50287944,50288006,-
539,Danio_rerio,Hsa-Let-7-P2b1,Let-7,NC_007122.7,27503037,27503113,-
540,Danio_rerio,Hsa-Mir-133-P1-v1,Mir-133,NC_007134.7,7172131,7172190,-
541,Danio_rerio,Hsa-Mir-31,Mir-31,NC_007118.7,73263755,73263814,-
542,Danio_rerio,Hsa-Mir-133-P2-v1,Mir-133,NC_007113.7,4114133,4114192,-
543,Danio_rerio,Hsa-Mir-126-v1,Mir-126,NC_007132.7,7240250,7240308,-
544,Danio_rerio,Hsa-Mir-126-v1,Mir-126,NC_007119.7,11548436,11548495,-
545,Danio_rerio,Hsa-Mir-30-P2a,Mir-30,NC_007130.7,42101718,42101776,+
546,Danio_rerio,Hsa-Mir-130-P1b,Mir-130,NC_007116.7,13299342,13299402,+
547,Danio_rerio,Hsa-Mir-190-P1,Mir-190,NC_007136.7,33139119,33139175,+
548,Danio_rerio,Hsa-Mir-122-as,Mir-122,NC_007132.7,10881431,10881488,+
549,Danio_rerio,Hsa-Mir-10-P3c,Mir-10,NC_007121.7,38051674,38051736,-
550,Danio_rerio,Hsa-Mir-219-P2-as,Mir-219,region52,57807,57870,+
551,Danio_rerio,Hsa-Mir-219-P2-as,Mir-219,NC_007121.7,10329477,10329540,+
552,Danio_rerio,Hsa-Mir-219-P2-as,Mir-219,region588,20010,20076,-
553,Danio_rerio,Hsa-Mir-219-P2-as,Mir-219,NC_007116.7,65101371,65101437,-
554,Danio_rerio,Hsa-Mir-10-P3a,Mir-10,NC_007126.7,21447700,21447760,+
555,Danio_rerio,Hsa-Mir-10-P3a,Mir-10,NC_007116.7,29998774,29998834,+
556,Danio_rerio,Hsa-Mir-96-P2,Mir-96,NC_007115.7,15075667,15075730,+
557,Danio_rerio,Hsa-Mir-132-P2,Mir-132,NC_007121.7,35644718,35644784,+
558,Danio_rerio,Hsa-Mir-17-P2a,Mir-17,NC_007112.7,3298015,3298078,-
559,Danio_rerio,Hsa-Mir-489-v1,Mir-489,region327,146339,146397,-
560,Danio_rerio,Hsa-Mir-489-v1,Mir-489,NC_007130.7,40781190,40781248,-
561,Danio_rerio,Hsa-Mir-124-P3-v1,Mir-124,NC_007134.7,17783450,17783508,+
562,Danio_rerio,Hsa-Mir-103-P1,Mir-103,NC_007124.7,15223310,15223367,+
563,Danio_rerio,Hsa-Mir-451,Mir-451,NC_007116.7,42271980,42272021,-
564,Danio_rerio,Hsa-Mir-126-v2,Mir-126,NC_007132.7,7240250,7240308,-
565,Danio_rerio,Hsa-Mir-126-v2,Mir-126,NC_007119.7,11548436,11548495,-
566,Danio_rerio,Hsa-Mir-17-P1b,Mir-17,NC_007120.7,53436545,53436608,-
567,Danio_rerio,Hsa-Mir-196-P2,Mir-196,NC_007134.7,36088110,36088167,+
568,Danio_rerio,Hsa-Mir-196-P2,Mir-196,NC_007130.7,19747628,19747684,+
569,Danio_rerio,Hsa-Mir-196-P2,Mir-196,NC_007122.7,2190642,2190699,+
